image_name,split,relative_path,sha256,used_for_iqa_threshold_tuning,iqa_batch_evaluated
IDRiD_145.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_145.jpg,98bc60c6fd4efb61d5b962fd4b9d745fd078b48159fd7018a7a5aa2221c6c006,False,True
IDRiD_146.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_146.jpg,2b352e3b478519cb8bc7e696d03600dccaf66b129638bcaf091113c286f8bd39,False,True
IDRiD_147.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_147.jpg,d67680bf57f63eee7efc13843874ae2e9892a2976a78203eabb6abe0e8961646,False,True
IDRiD_148.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_148.jpg,5d7848d8e1ea497180a46b2a03fa56e564d74ecf0fa2613b1fa816791f0b18dd,False,True
IDRiD_149.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_149.jpg,6a1454d34f8833bb0f50fe2697ed6a84be2120c437d888dce17daaa1ec708872,False,True
IDRiD_150.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_150.jpg,abb17ee12561b06de6d0253f78c4989741ec7191a91934361bd56f570984a420,False,True
IDRiD_151.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_151.jpg,dcf8230a11de520099e1c6ae0f123135f8d4fa61487fb8e30bf905ab591998c5,False,True
IDRiD_152.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_152.jpg,127ddd37ade9d6a178529c7d029e8f67bfe00812c0fb53db3cfe25a66dc5ae64,False,True
IDRiD_153.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_153.jpg,41c07c5695b20da20e5401286ac552a5cfc692649d8c4d7bce5ab48e0d141bff,False,True
IDRiD_154.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_154.jpg,12acb3cb8c5beb39e887252718d750cf35819e442016aa4113069f5eb894d65e,False,True
IDRiD_155.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_155.jpg,83815e177d215dda3a4ddfc2b1a9ec79459724e7b7dad7e193781d3938b9b19a,False,True
IDRiD_156.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_156.jpg,dd83587a0109fe020520caf066a974a042373a65ae9331a5dc551ad24f0c2155,False,True
IDRiD_157.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_157.jpg,847a092c391a7814d070ac956fd9febf83398b8a63665dff07aac6104c5a89e3,False,True
IDRiD_158.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_158.jpg,4871aba527286028165b86592b03c75b54bcffa4a9a8eef25d859ecf9cb83d22,False,True
IDRiD_159.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_159.jpg,ee1c59c1f82a087f08e8eeecb57f9e22fda6922aca10c315af1d4d0fbd27e61c,False,True
IDRiD_160.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_160.jpg,ad474a8e07851ec71cfe8491bffcfd2781e13b583ed5ca1805bb18f948aaea86,False,True
IDRiD_161.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_161.jpg,1cd6a7ba7f4041a3e6efbeb0fca180572ce951ebe7dda20a0bb64831c6f4ae30,False,True
IDRiD_162.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_162.jpg,c5afdb2c2d95b538082561446d3ad58d9201508d99a90cc1419e985ef07ceb87,False,True
IDRiD_163.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_163.jpg,995596590b112af281e5e0feabac5284b0f761d24d6644f72404e2e2e76efe77,False,True
IDRiD_164.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_164.jpg,ecc55ac43ebfd416ddbccfe210502abca6216d98ff23a1e8d4481bf13e41e13a,False,True
IDRiD_165.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_165.jpg,fcb575ea10f105d0c59981857b1eed71fddcb8cb1d5447b24b5521e8d338f4c0,False,True
IDRiD_166.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_166.jpg,c7599d5144107600dd17010f1e39501f4141b403f5476c6ad43b7e067e0d3e64,False,True
IDRiD_167.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_167.jpg,7cebb66762fe801b96441ec10fe84188eceefffa7bd483200bb0c11c34a2bcc3,False,True
IDRiD_168.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_168.jpg,2b39b3c0b2b4317e92d4c91d92c55759b7df2ad038b846b6e570d9673e02c3d9,False,True
IDRiD_169.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_169.jpg,38c777ca6933d809ebb6982330a723ab35adeeef45dd5cf5c82cf50618323e74,False,True
IDRiD_170.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_170.jpg,734f22a09f3f1f8bca5412a7f19ac7947093b1dc0a0387b027b48c4f2856a218,False,True
IDRiD_171.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_171.jpg,a644a1a029073eefec870720d32d92a5b7950c996acef39dca117646a5f7e0aa,False,True
IDRiD_172.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_172.jpg,6ae1ad50467c6f008301313c29a33c1de720bf07ff4f42c12c88d9e2649f30a6,False,True
IDRiD_173.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_173.jpg,0c616a1171269d063937de28b469d26011c8624d78ac8d426916e4f6b4544d01,False,True
IDRiD_174.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_174.jpg,bd0726436cdef7daba2f3a5266f66fc6ca1542b8ce2b0a2203280e04e4572c24,False,True
IDRiD_175.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_175.jpg,b8fec927b919a651944837cd5110714b6160233c2c8e2c565b9c5ba08e5270ca,False,True
IDRiD_176.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_176.jpg,a7bb4329bb511614965dba71820ccb844ee8e939516b105daa31415c3fa877c7,False,True
IDRiD_177.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_177.jpg,fdf2baa18714f08a079d43dc74ffeed4e6015c7a8db80e194d496a69a9d18f61,False,True
IDRiD_178.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_178.jpg,36a3642ae121adf0cb32b45861d15b6b9dceecd62b111beab1d206d373a4023e,False,True
IDRiD_179.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_179.jpg,cbc35a5103898b707e33d0f7b5f1d8d3afcdda3ddda243ed721e6051fb45779f,False,True
IDRiD_180.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_180.jpg,db7053a0fac45d736bdf914b9c3171b33aa838ce3df0662d8f946a58954f7a63,False,True
IDRiD_181.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_181.jpg,bd0719720a87ea0ae06d2eee7c5a3b01acbbe0d2729cf963a5efe3c156ce7d21,False,True
IDRiD_182.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_182.jpg,baf2f4a3290ddbe60ab2acb624734ed209159b608f7aa96cabfa6e6d08bb53c7,False,True
IDRiD_183.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_183.jpg,9da3ca05a389b6e256800d804ebc2c12e9dd2734bcb75299415f725032e2c437,False,True
IDRiD_184.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_184.jpg,bf2860962dbda082af38458d669600a2c162c376d19202e93fa1a5a0a1aa8e63,False,True
IDRiD_185.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_185.jpg,a7f9f8195a0c72e54e18703ccbd3a3f6daa88dd2176445c40e9f0317af406b2c,False,True
IDRiD_186.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_186.jpg,5fed36849808886b3cc989910d31bd3c4f5feb03f29c395fcc5fef1e3d5366e1,False,True
IDRiD_187.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_187.jpg,74f5dd2ef6ae48a52f8cee230be1876c52cbe330f42ac4076289f879874c0339,False,True
IDRiD_188.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_188.jpg,81229d3375f22f316f030396219165c1dd657b299e560e191d49e7612a19b669,False,True
IDRiD_189.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_189.jpg,c0e805bf20dd06ec5ecc0f01fcef3feda2e331bdd88a61e7536611b2ad2b2e41,False,True
IDRiD_190.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_190.jpg,e9c7d7d3259cfb81f5ac4a9db619770dac6cf21f086642117ee5f361c7b8d1c2,False,True
IDRiD_191.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_191.jpg,0d5ab7b360327e2a581a9b322e40c4869d58881c974c0e1c7d270578ef376a38,False,True
IDRiD_192.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_192.jpg,a4c25754320e7f5e372a9eddea4a90c9d7ddb115dbb314e256cf516d61f7f932,False,True
IDRiD_193.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_193.jpg,a41389d297740c66bbebac43b51dec4c5f77ec4eb2701158b788b274c290c3a1,False,True
IDRiD_194.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_194.jpg,60356445bba235d30beb9cc3104289d23a95048766d14def710bbee70ad85efb,False,True
IDRiD_195.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_195.jpg,c0a3e2d3b12ed15fd03fe3a1ad3c58e2b1f68abbcff7c4d46e4fcae1d056027d,False,True
IDRiD_196.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_196.jpg,6a4747e864f20d55f8b55781f9aa3411a05280b6bec07150248de7bcde4ff74d,False,True
IDRiD_197.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_197.jpg,d282eddd8204c593b6687e8314b8ecc2a5b3a1509551f78afe76b27f3129a861,False,True
IDRiD_198.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_198.jpg,0f1f0b8846b0949abc5d6ecb6f02f444018845d050d92f6224db2402960b5613,False,True
IDRiD_199.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_199.jpg,bcbea1367c1a433543296121bde93f603b8f4b69f23e4001f7b106df45f85630,False,True
IDRiD_200.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_200.jpg,555f4a71b53cb5acd0acbf9f1c94759ac1f635bb19a22d0e8fdf05aaa14d75e1,False,True
IDRiD_201.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_201.jpg,b669e1942c9bca6e27f2766eae83764c391599c4176436fd60bfc097f067cf16,False,True
IDRiD_202.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_202.jpg,0fcf464b0be0abeab7ff6d952f561b5c231077a0a816e8907cd76ef9ae82150f,False,True
IDRiD_203.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_203.jpg,26ccd5c312aa81048f93ffa502a781b53fb26c54eaf7b17aa9325bfdfae7dac6,False,True
IDRiD_204.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_204.jpg,32369aff147dc889bc7199b7a4eddf01b30fb059c7ab79d87940f007e456944a,False,True
IDRiD_205.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_205.jpg,9a95debe5ee5dd3c1b5066a25d862c343e23c0ab878c879ba8c15eadb3a9dd96,False,True
IDRiD_206.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_206.jpg,66e1395f92704054aa97dbbe8a25fc642185fa737885f919a728f848680e57ca,False,True
IDRiD_207.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_207.jpg,ad8dbd78eb2eaf6fd4128c135f6a7626c5efed20eebbafe26e02cb49f970fda6,False,True
IDRiD_208.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_208.jpg,9caab058fbbdd2a38744ee24442722d76b88caedc6647ea9cf8d610cf76c456b,False,True
IDRiD_209.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_209.jpg,2975819d8aa6e8d3cf29265cb70e35e69a0bed95bde73601923cb5f4b32610a0,False,True
IDRiD_210.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_210.jpg,12f64966ab70e3240fd47d928603ba9c004dd15a635b4726c024dd44f4569c39,False,True
IDRiD_211.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_211.jpg,170e69a3aa69b195d09d60a23eefc363a2170149d256380fbeb11d93253752a1,False,True
IDRiD_212.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_212.jpg,8845504d607b4f51b03a2fc8e628e90caaf98bd104f1b51cecf44d9bc93cc065,False,True
IDRiD_213.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_213.jpg,0640263c875e4056d3afb1f3d69fa351ec6f50990f6a114e1e16d15746b4b9e5,False,True
IDRiD_214.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_214.jpg,3ed9dff626f21772de77d4fda6f2edf9f8c6a7512b1bda968d88e43bbd0a08c5,False,True
IDRiD_215.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_215.jpg,13f40849a3563dd290ae325963f25c75b64a53bc13bf95df7b6ba5a1b10bc2c0,False,True
IDRiD_216.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_216.jpg,236cfb98e4e8b858f0a4d96368810181ea79a91f334bf1c0f5ed6613c51a1231,False,True
IDRiD_217.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_217.jpg,e1f542546716581d264aaad438a13fa933e7303ab31c2fd890e2ea22d031f810,False,True
IDRiD_218.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_218.jpg,102cba3d3f9215349fd6731703ef1a4c994c224e9ff553df42c04f5588b1a0dd,False,True
IDRiD_219.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_219.jpg,b2f2bc1069443c0bbb2529ab91da91148108bce270aa278b445ba0713df59b09,False,True
IDRiD_220.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_220.jpg,8bf55b7766e2e12c09d7e07fd106fba7fa369164a8490abf61609a8c1aeedf43,False,True
IDRiD_221.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_221.jpg,996abf672f725e0a173261729eeecca9697b593327de69ef143d397523d90474,False,True
IDRiD_222.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_222.jpg,5b861d281ab673937f6906305fc72ad396b292e5f927a7de28fb2216c42ec816,False,True
IDRiD_223.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_223.jpg,40be0332659373f4dfaeb632a3b398a1254e0db8277504eac1fe17c271c1ee02,False,True
IDRiD_224.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_224.jpg,268947052619d6ff2c078734c672eeb2f137244a78ac05b4af5d3532aa7ba3c8,False,True
IDRiD_225.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_225.jpg,083cab1f6f1ed35f7150955bd18b346f45f8d5d6e49b422692d5b9478f0b0acc,False,True
IDRiD_226.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_226.jpg,bd4ffb28150feb5cc379e0747df9c2700bf3a9bed3f3da9bde1c6d35be111f25,False,True
IDRiD_227.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_227.jpg,f33ce1fc90966cd916ee0e055e4f9383191a77a8d0068c43a1160eac8ef82a98,False,True
IDRiD_228.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_228.jpg,a9072496f640c3dae922798720e30da72b0f507d9e611e7fda26af6fc295099e,False,True
IDRiD_229.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_229.jpg,cf0328f488f59da1c22f77bb7dd4930d49666505282e3532a35bdde85caceb57,False,True
IDRiD_230.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_230.jpg,fd3f3b3d72e9336ae25d39c2876df940d3a3b1625e201a1cb8c61ad169f21ed6,False,True
IDRiD_231.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_231.jpg,1c40ed30bdbe18b77b25184274b57534095f120cdfacab6b6839f36e7e598b82,False,True
IDRiD_232.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_232.jpg,3f987be96d4975c8b213702af64df4ad31c09173bddaafbba4ec9cc5a449a719,False,True
IDRiD_233.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_233.jpg,2867f24aff66a98f17d96842ac2b5251ebb1e7603eab413b9d389738ac05d9fa,False,True
IDRiD_234.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_234.jpg,de6cf99e4484d3d1d049cd2513379dd32bceb9890d2540a973bb2ff42c9cae28,False,True
IDRiD_235.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_235.jpg,a8ed4ff3f8911b0385c97ce994a56699aafae58eb5156cb3ec757b3fe43083f8,False,True
IDRiD_236.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_236.jpg,3111fe5257ea5a69fdbcb234847600f39ac8fc6fae1ecc1789360403066a0142,False,True
IDRiD_237.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_237.jpg,b2285a71e778449b39f96a2d7e2c030134a1d890c9ccfd4db948b4edc8494197,False,True
IDRiD_238.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_238.jpg,e0053931499c051622b063001b04774060cc6f52a7263192232ff0213fbd32ff,False,True
IDRiD_239.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_239.jpg,b7a1cce8a6411db2120bc68ed8efa91d3dd85ac26e1b5f795272026a1d976c41,False,True
IDRiD_240.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_240.jpg,b0785f3d07e079865f4c8c5a4d67827ebdc59cf67c4d9335767ca4aa3144acb7,False,True
IDRiD_241.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_241.jpg,fc201ef867edd1bd808398110eed7829bfb010315a21007b09bd4f9fc21aaded,False,True
IDRiD_242.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_242.jpg,052fc492a2fb32badb452672e282453ca177ade080c3b7c3045221fda8d7273e,False,True
IDRiD_243.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_243.jpg,3d74e454443883600f5f74a1b1f63a26bb6aaf651691aea1937628c9ff3c9de1,False,True
IDRiD_244.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_244.jpg,f376c82b4300decfa34814474aa29e6fd448e24a647553846848b56f4b98c5a5,False,True
IDRiD_245.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_245.jpg,163d73a7d739c5398acc0d2483b4542d28c31fbd93df0ff1bb95df1ce2924c86,False,True
IDRiD_246.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_246.jpg,b7bdf79eea3fb9ff1bbf456c6527cf98b4aba00f73f51ff193a016149d9e9eb7,False,True
IDRiD_247.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_247.jpg,b9b45615375e678e5020fdfa6f3a9e2f5beac7a0bc9025f9d0ccd4f94d95e618,False,True
IDRiD_248.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_248.jpg,79932f1221218128cbfa88d88df7704ab0d61419f72840e7966a6c94b1a4177f,False,True
IDRiD_249.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_249.jpg,d266bb45af7b7633764c3e5a931969d4d09645743f09e437d47dfe3c3f49d51e,False,True
IDRiD_250.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_250.jpg,4150e9252a8ccb46ae97e9e50acd11336b56bbff49f79e5031b1ae7bf3d7c95f,False,True
IDRiD_251.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_251.jpg,93eaccb7c13620f3234624bebd35f5953b3acfa23159bf5942b7afcbf809883a,False,True
IDRiD_252.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_252.jpg,298c1db8ef65be204f6c592c12756ae96c095ba7cc65529b8dea9993ccf7dff3,False,True
IDRiD_253.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_253.jpg,f3996f07ebda19b2f8fcbe7eb9b46d80cb691a82dbdb8fe3ea53866701ce13fb,False,True
IDRiD_254.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_254.jpg,262b122599b75f0d3da7605ba53a82feef919bf6a60ebdfe73882ccfe406dde8,False,True
IDRiD_255.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_255.jpg,f053bbe51aeaf0a9d56aeece1dfedad0e3b97b6a06bf17b203c8ff7fb5b54983,False,True
IDRiD_256.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_256.jpg,5ecfaa70d712a60056e84b37c2204dc794e2a2ff95c6198f3f5b90d0f0ee36ec,False,True
IDRiD_257.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_257.jpg,7f3eb364f83122e993bd2cef8efd61ec3857d9d076cdb09feb0f07419ff916bf,False,True
IDRiD_258.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_258.jpg,3e117b79f7cc501e13d6af8f5ad99aaaa4ef60f39b7f326fc9904f8ca198f7f9,False,True
IDRiD_259.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_259.jpg,092dc811e6fbf47442849afef25d15472d876b2b6722729faf10142f90580c0a,False,True
IDRiD_260.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_260.jpg,c1862fae40265ffffb1f0bccf040a10ecbe9b5b25052a5f927c672748302a1b6,False,True
IDRiD_261.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_261.jpg,dd7c500a994b0d60f0d4790133ac622023a20ae433f2a5b1d6c9d44a83fea646,False,True
IDRiD_262.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_262.jpg,10806e5f6a0c201a4ebbd9bfd3e83553443350b23076cd2793d0d23d3ce5e126,False,True
IDRiD_263.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_263.jpg,6a54f77042dcba2573d6501928189618d5b5a6916631760ee3753fc90744a506,False,True
IDRiD_264.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_264.jpg,ae39dd444bb72d591fe0fc41351afdf48b4b54140faadbb4cc03b04e5cabf431,False,True
IDRiD_265.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_265.jpg,37702d3ada7dacfbac2698f488297bd50c300cd36803b52168c5ac881cda61bb,False,True
IDRiD_266.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_266.jpg,c17fdc83378fbe3ac27fd9cbec732b23ffd9785d2042f1e9da5345ebeac242ca,False,True
IDRiD_267.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_267.jpg,58b51df56efb0ed17e2dec1dab26873ad9cec5d601fdc10bcd156f4e37732dcf,False,True
IDRiD_268.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_268.jpg,5854f44d89add5fed30f9be19c1f0a0514b379c8ee56e60ac22b313b5b2303ec,False,True
IDRiD_269.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_269.jpg,3f1132bdb4ad3caddca8a58d3bdf5341c2901699d9fa1e231cb7aa61dd26757c,False,True
IDRiD_270.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_270.jpg,07fe08e3ca31066732d92ee8d2d33742ee7e3e80bda5b999a37707ebd2a4e981,False,True
IDRiD_271.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_271.jpg,402990c8247a9f4dc029ac27ba5c2640b5b93034d5eaf27fe98a117c46058b9a,False,True
IDRiD_272.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_272.jpg,ca783a139064687bf472b247e15bd71bb4877bb18431654933d69af97a6d2021,False,True
IDRiD_273.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_273.jpg,0b3fa3fd80808b72301b23417da95a641a22f4e4033e16591af77787ca295c77,False,True
IDRiD_274.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_274.jpg,1667132597cdd7cd57b8aec08558b6e2a4a18c972bf1dcb3efcf67de92d41abd,False,True
IDRiD_275.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_275.jpg,37eefc5583dd2b85d52a70e1e8a5e008f7a835df778a08ab8ea74f152f770e4b,False,True
IDRiD_276.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_276.jpg,52c091907fd41f5560cb2eb7d58286c5c27d844f1b536e5f97700c940121a9b3,False,True
IDRiD_277.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_277.jpg,c021a8f74a111b0c7a8aa13d334175d15f8dd90b4632031261326f7351c5820a,False,True
IDRiD_278.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_278.jpg,87adf0933b0d2f6d63a72cf0707a63ab80b5bd64e7c4445ef8306e66a118a471,False,True
IDRiD_279.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_279.jpg,314e41f14e9d2966eff50a085d02c7acf2a1439702358b5849f3db4657f8381b,False,True
IDRiD_280.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_280.jpg,838d37dcf56d2f1b7b207313d330bdca8512e2930ed4892c8487e07665f47da9,False,True
IDRiD_281.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_281.jpg,3c78a6e8afc03157d6507af296f672377f0996c8bda981e6a7e3a80ef8fd6527,False,True
IDRiD_282.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_282.jpg,a01dea31b31e5ebea14adedda60e152585054342b03531cc6abd8de222c28a1b,False,True
IDRiD_283.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_283.jpg,8abb63887698f29c7c15a4f34c9bd4d67fd47436daa27fd2d6b55b3649eecf60,False,True
IDRiD_284.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_284.jpg,a1ea03945828fee1d4ad846b4ca40dab6823fc8b65755736ece56ad7eff0c30e,False,True
IDRiD_285.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_285.jpg,4da4578fecb679700049c3d1fd9456539833d92912f43cc6bb89cc72eaab3191,False,True
IDRiD_286.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_286.jpg,be8cbe573547a926be6c1530fcaa156d1c64ffe0e0140b97d332fa2c87db28ac,False,True
IDRiD_287.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_287.jpg,e18ff1da017b875875a54b14fb80c48987e34b533184e0d18c6f917ba41149e7,False,True
IDRiD_288.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_288.jpg,b4dac76497a69c4899f7905489d63c2d9a6246d0e9382882c3ebae777978903e,False,True
IDRiD_289.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_289.jpg,4682c0a2c3514adef6bfe68acc3f59cdb297430ca64ea8282aca910a6f8a6f1b,False,True
