Filename,Status,Quality_Score,Sharpness,Brightness,Contrast,FOV_Coverage,Uniformity,Glare_Ratio,Reason,Actionable_Guidance
IDRiD_152.jpg,REJECT,0.54,146.0,60.5,17.9,69.1%,0.68,0.00%,"Composite quality score (0.54 < 0.6) due to suboptimal illumination, low tissue contrast",Increase illumination slightly or check pupil alignment. | Clean lens and verify focus.
IDRiD_153.jpg,REJECT,0.359,66.0,58.1,13.9,69.1%,0.69,0.00%,Blur detected (66.0 < 80.0); Image underexposed (58.1 < 60.0),Patient moved or camera out-of-focus; hold camera steady and refocus. | Lighting too dark; increase camera flash intensity or check pupil dilation.
IDRiD_154.jpg,REJECT,0.398,64.9,61.7,14.2,69.1%,0.85,0.00%,Blur detected (64.9 < 80.0),Patient moved or camera out-of-focus; hold camera steady and refocus.
IDRiD_155.jpg,REJECT,0.55,139.6,55.6,18.1,69.1%,0.83,0.00%,Image underexposed (55.6 < 60.0),Lighting too dark; increase camera flash intensity or check pupil dilation.
IDRiD_156.jpg,PASS,0.767,121.5,88.5,19.7,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_157.jpg,REJECT,0.584,154.8,59.5,22.3,69.1%,0.6,0.00%,Image underexposed (59.5 < 60.0); Severe uneven illumination (uniformity: 0.60 < 0.60),Lighting too dark; increase camera flash intensity or check pupil dilation. | Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_158.jpg,PASS,0.724,109.0,85.5,21.4,69.1%,0.71,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_159.jpg,REJECT,0.547,145.0,55.4,20.6,69.1%,0.58,0.00%,Image underexposed (55.4 < 60.0); Severe uneven illumination (uniformity: 0.58 < 0.60),Lighting too dark; increase camera flash intensity or check pupil dilation. | Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_160.jpg,REJECT,0.537,84.8,72.7,17.1,69.1%,0.74,0.00%,"Composite quality score (0.54 < 0.6) due to marginal sharpness, suboptimal illumination, low tissue contrast",Hold camera steady and ensure patient fixates on target. | Increase illumination slightly or check pupil alignment. | Clean lens and verify focus.
IDRiD_161.jpg,REJECT,0.546,125.1,57.0,25.2,69.1%,0.52,0.00%,Image underexposed (57.0 < 60.0); Severe uneven illumination (uniformity: 0.52 < 0.60),Lighting too dark; increase camera flash intensity or check pupil dilation. | Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_162.jpg,PASS,0.955,201.1,123.9,34.3,72.9%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_163.jpg,PASS,0.914,185.8,88.1,24.0,69.6%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_164.jpg,PASS,0.844,155.4,91.2,20.7,69.3%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_165.jpg,PASS,0.82,162.9,88.5,16.6,69.3%,0.88,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_166.jpg,PASS,0.734,174.2,75.7,17.5,69.1%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_167.jpg,PASS,0.774,197.1,79.6,14.6,69.3%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_168.jpg,REJECT,0.564,150.6,54.0,19.1,69.1%,0.73,0.00%,Image underexposed (54.0 < 60.0),Lighting too dark; increase camera flash intensity or check pupil dilation.
IDRiD_169.jpg,REJECT,0.662,182.9,60.8,26.1,69.1%,0.57,0.00%,Severe uneven illumination (uniformity: 0.57 < 0.60),Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_170.jpg,REJECT,0.546,167.2,55.8,12.2,69.1%,0.88,0.00%,Image underexposed (55.8 < 60.0),Lighting too dark; increase camera flash intensity or check pupil dilation.
IDRiD_171.jpg,REJECT,0.531,146.6,54.5,17.1,69.1%,0.69,0.00%,Image underexposed (54.5 < 60.0),Lighting too dark; increase camera flash intensity or check pupil dilation.
IDRiD_172.jpg,PASS,0.73,160.5,74.0,22.6,69.1%,0.71,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_173.jpg,PASS,0.633,154.5,68.9,18.4,69.1%,0.7,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_174.jpg,REJECT,0.587,161.2,63.2,16.6,69.1%,0.75,0.00%,"Composite quality score (0.59 < 0.6) due to suboptimal illumination, low tissue contrast",Increase illumination slightly or check pupil alignment. | Clean lens and verify focus.
IDRiD_175.jpg,REJECT,0.597,164.7,63.4,18.2,69.1%,0.65,0.00%,Composite quality score (0.60 < 0.6) due to suboptimal illumination,Increase illumination slightly or check pupil alignment.
IDRiD_176.jpg,PASS,0.702,154.3,70.7,22.6,69.1%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_177.jpg,PASS,0.786,121.3,96.7,21.3,69.3%,0.74,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_178.jpg,PASS,0.923,242.0,100.9,20.6,69.1%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_179.jpg,REJECT,0.854,241.2,82.0,32.7,69.0%,0.47,0.00%,Severe uneven illumination (uniformity: 0.47 < 0.60),Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_180.jpg,PASS,0.94,297.7,100.0,23.8,69.1%,0.68,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_181.jpg,PASS,0.954,286.3,120.0,25.8,69.1%,0.69,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_182.jpg,REJECT,0.792,201.6,75.1,31.7,69.1%,0.44,0.00%,Severe uneven illumination (uniformity: 0.44 < 0.60),Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_183.jpg,REJECT,0.928,285.9,105.2,34.6,69.1%,0.52,0.00%,Severe uneven illumination (uniformity: 0.52 < 0.60),Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_184.jpg,REJECT,0.744,215.8,70.8,43.9,69.1%,0.36,0.00%,Severe uneven illumination (uniformity: 0.36 < 0.60),Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_185.jpg,PASS,0.923,228.5,103.3,20.5,69.2%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_186.jpg,PASS,0.951,238.1,91.6,24.7,69.1%,0.7,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_187.jpg,PASS,0.852,230.1,82.4,22.5,69.1%,0.6,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_188.jpg,PASS,0.953,271.0,98.1,22.2,69.1%,0.87,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_189.jpg,PASS,0.862,198.6,83.2,21.5,69.1%,0.71,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_190.jpg,PASS,0.919,259.7,112.0,17.8,69.1%,0.94,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_191.jpg,PASS,0.922,219.8,122.1,22.6,69.1%,0.7,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_192.jpg,PASS,0.889,299.2,120.1,16.2,69.2%,0.85,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_193.jpg,PASS,0.941,227.6,90.3,21.5,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_194.jpg,PASS,0.898,234.5,86.1,22.9,69.1%,0.67,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_195.jpg,PASS,0.924,371.1,123.7,22.6,69.1%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_196.jpg,REJECT,0.936,202.6,111.6,36.0,69.1%,0.57,0.00%,Severe uneven illumination (uniformity: 0.57 < 0.60),Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_197.jpg,PASS,0.933,256.7,126.0,26.4,69.1%,0.72,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_198.jpg,PASS,0.94,304.2,93.7,23.5,69.1%,0.7,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_199.jpg,PASS,0.877,263.8,83.6,23.3,69.1%,0.65,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_200.jpg,PASS,0.74,223.5,69.2,18.0,69.1%,0.89,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_201.jpg,PASS,0.95,256.7,108.7,23.0,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_202.jpg,PASS,0.93,262.3,108.5,21.6,69.1%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_203.jpg,PASS,0.932,277.9,113.1,22.2,69.1%,0.73,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_204.jpg,PASS,0.954,308.8,101.5,23.3,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_205.jpg,PASS,0.96,367.0,99.9,27.5,69.0%,0.73,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_206.jpg,PASS,0.775,156.5,79.2,23.2,69.0%,0.73,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_207.jpg,PASS,0.89,284.7,123.9,18.9,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_208.jpg,PASS,0.878,239.7,109.7,14.9,69.1%,0.85,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_209.jpg,PASS,0.921,337.2,99.7,19.9,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_210.jpg,PASS,0.949,232.8,93.1,27.7,69.0%,0.66,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_211.jpg,PASS,0.957,225.6,90.7,26.9,69.0%,0.71,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_212.jpg,PASS,0.959,251.7,95.6,27.2,69.0%,0.72,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_213.jpg,PASS,0.943,210.7,121.1,22.9,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_214.jpg,PASS,0.809,253.7,134.2,13.1,69.1%,0.91,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_215.jpg,PASS,0.897,232.1,82.9,25.5,69.0%,0.71,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_216.jpg,PASS,0.881,235.7,124.6,17.4,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_217.jpg,PASS,0.946,303.0,114.7,22.0,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_218.jpg,PASS,0.97,294.0,100.9,25.4,69.0%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_219.jpg,PASS,0.952,252.5,102.4,22.9,69.1%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_220.jpg,PASS,0.901,246.8,119.5,17.8,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_221.jpg,PASS,0.969,275.9,93.5,25.9,69.0%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_222.jpg,PASS,0.941,280.2,101.5,22.6,69.1%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_223.jpg,REJECT,0.607,165.8,54.0,23.8,69.0%,0.52,0.00%,Image underexposed (54.0 < 60.0); Severe uneven illumination (uniformity: 0.52 < 0.60),Lighting too dark; increase camera flash intensity or check pupil dilation. | Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_224.jpg,PASS,0.947,191.2,97.0,26.9,69.1%,0.75,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_225.jpg,PASS,0.936,307.1,91.6,21.4,69.0%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_226.jpg,PASS,0.933,274.9,106.7,20.6,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_227.jpg,PASS,0.927,217.7,104.3,20.9,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_228.jpg,PASS,0.892,215.8,102.2,17.1,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_229.jpg,PASS,0.952,234.6,106.1,23.7,69.1%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_230.jpg,PASS,0.963,257.5,95.2,25.7,69.1%,0.75,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_231.jpg,PASS,0.946,213.2,114.1,22.0,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_232.jpg,PASS,0.91,205.2,110.4,18.4,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_233.jpg,PASS,0.963,336.9,97.9,24.1,69.0%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_234.jpg,PASS,0.927,325.5,94.1,21.1,69.0%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_235.jpg,PASS,0.964,400.7,94.2,27.3,69.0%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_236.jpg,PASS,0.881,188.5,117.0,18.4,69.1%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_237.jpg,PASS,0.861,179.5,119.0,17.3,69.1%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_238.jpg,PASS,0.887,271.7,82.3,29.2,69.0%,0.68,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_239.jpg,PASS,0.873,169.2,87.0,25.3,69.0%,0.68,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_240.jpg,PASS,0.826,172.3,85.5,18.6,69.0%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_241.jpg,PASS,0.917,203.2,112.6,18.5,69.1%,0.88,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_242.jpg,PASS,0.934,216.3,112.6,21.4,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_243.jpg,PASS,0.944,270.6,103.1,22.5,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_244.jpg,PASS,0.97,256.0,109.4,25.9,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_245.jpg,PASS,0.949,198.6,107.2,23.5,69.1%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_246.jpg,PASS,0.902,196.5,103.7,18.9,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_247.jpg,PASS,0.977,211.2,106.6,25.5,69.0%,0.85,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_248.jpg,PASS,0.929,253.6,106.8,21.4,69.1%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_249.jpg,PASS,0.961,275.8,115.7,24.6,69.1%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_250.jpg,PASS,0.874,300.5,125.9,17.6,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_251.jpg,PASS,0.943,256.0,100.7,22.3,69.0%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_252.jpg,PASS,0.95,209.0,102.4,27.0,69.1%,0.67,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_253.jpg,PASS,0.969,198.1,115.0,24.9,69.1%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_254.jpg,PASS,0.904,226.8,105.5,18.6,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_255.jpg,PASS,0.958,270.0,90.7,25.5,69.0%,0.72,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_256.jpg,PASS,0.92,326.9,99.1,19.0,69.1%,0.86,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_257.jpg,PASS,0.82,214.0,83.9,14.9,69.0%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_258.jpg,PASS,0.87,272.2,114.3,13.6,69.1%,0.9,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_259.jpg,PASS,0.896,251.0,136.8,27.4,69.1%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_260.jpg,PASS,0.868,244.2,84.3,20.5,69.0%,0.74,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_261.jpg,PASS,0.929,295.1,93.5,20.8,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_262.jpg,PASS,0.922,333.7,119.7,19.9,69.1%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_263.jpg,PASS,0.897,321.2,111.5,17.2,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_264.jpg,PASS,0.953,294.9,102.5,24.6,69.1%,0.71,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_265.jpg,PASS,0.913,234.8,121.2,19.8,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_266.jpg,PASS,0.889,233.8,116.9,16.8,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_267.jpg,PASS,0.907,262.9,84.3,25.7,69.0%,0.7,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_268.jpg,PASS,0.916,236.7,115.2,19.4,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_269.jpg,PASS,0.85,206.6,83.7,18.9,69.1%,0.75,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_270.jpg,PASS,0.888,212.5,99.9,15.9,69.1%,0.86,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_271.jpg,PASS,0.895,187.7,87.1,23.1,69.0%,0.73,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_272.jpg,PASS,0.915,230.9,87.9,21.6,69.0%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_273.jpg,PASS,0.953,195.5,116.8,27.1,69.1%,0.74,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_274.jpg,REJECT,0.436,104.4,35.8,15.5,69.0%,0.66,0.00%,Image underexposed (35.8 < 60.0),Lighting too dark; increase camera flash intensity or check pupil dilation.
IDRiD_275.jpg,PASS,0.961,243.6,109.9,24.7,69.1%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_276.jpg,PASS,0.951,331.2,90.7,23.7,69.0%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_277.jpg,PASS,0.883,206.4,104.8,15.9,69.1%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_278.jpg,REJECT,0.797,198.6,84.9,11.2,69.0%,0.86,0.00%,Low tissue contrast (11.2 < 12.0),Possible media opacity (cataract) or dirty lens; verify lens cleanliness.
IDRiD_279.jpg,PASS,0.909,211.3,91.1,18.3,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_280.jpg,PASS,0.912,228.8,90.4,19.5,69.0%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_281.jpg,PASS,0.884,242.9,89.8,16.1,69.0%,0.83,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_282.jpg,PASS,0.931,230.3,117.3,21.2,69.1%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_283.jpg,PASS,0.904,217.6,105.0,18.5,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_284.jpg,PASS,0.886,212.0,105.1,16.4,69.1%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_285.jpg,PASS,0.962,237.8,99.5,26.6,69.0%,0.75,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_286.jpg,PASS,0.922,230.1,95.5,20.2,69.0%,0.8,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_287.jpg,PASS,0.936,199.9,110.3,21.8,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_288.jpg,PASS,0.912,201.8,105.9,19.0,69.0%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_289.jpg,PASS,0.932,210.5,109.2,20.9,69.0%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_290.jpg,PASS,0.966,237.4,105.0,24.5,69.0%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_291.jpg,PASS,0.944,288.2,103.9,23.0,69.0%,0.76,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_292.jpg,PASS,0.956,347.3,109.2,23.4,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_293.jpg,PASS,0.916,239.1,110.7,19.7,69.1%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_294.jpg,PASS,0.893,224.3,114.0,16.6,69.1%,0.85,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_295.jpg,PASS,0.951,282.2,101.1,23.3,69.0%,0.79,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_296.jpg,PASS,0.925,230.7,89.4,20.3,69.0%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_297.jpg,PASS,0.951,283.5,106.8,23.9,69.0%,0.74,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_298.jpg,REJECT,0.811,254.5,74.9,25.5,69.0%,0.58,0.00%,Severe uneven illumination (uniformity: 0.58 < 0.60),Pupil shadow detected; realign camera perpendicularly with pupil axis.
IDRiD_299.jpg,PASS,0.914,217.1,104.9,18.9,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_300.jpg,PASS,0.922,257.9,92.2,20.7,69.0%,0.77,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_301.jpg,PASS,0.931,187.2,106.0,23.6,69.0%,0.78,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_302.jpg,PASS,0.908,194.7,105.9,19.2,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_303.jpg,PASS,0.874,266.8,125.2,16.2,69.1%,0.89,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_304.jpg,PASS,0.905,225.3,120.5,17.4,69.1%,0.89,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_305.jpg,PASS,0.966,364.8,108.3,24.4,69.1%,0.81,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_306.jpg,PASS,0.945,254.0,121.4,23.9,69.1%,0.74,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_307.jpg,PASS,0.903,245.0,122.2,18.5,69.1%,0.84,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
IDRiD_308.jpg,PASS,0.918,246.5,106.2,19.5,69.1%,0.82,0.00%,Good clinical quality; suitable for DR grading.,Image accepted. Proceeding to diagnostic classification.
